grid_height,grid_width,obs_radius,episode,coverage_time,total_reward,final_coverage
25,25,,1,1250,87,0.1424
25,25,,2,1250,123,0.2
25,25,,3,1250,92,0.1504
25,25,,4,1250,96,0.1568
25,25,,5,1250,139,0.2256
25,25,,6,1250,134,0.2176
25,25,,7,1250,111,0.1808
25,25,,8,1250,114,0.1856
25,25,,9,1250,90,0.1472
25,25,,10,1250,113,0.184
25,25,,11,1250,143,0.232
25,25,,12,1250,96,0.1568
25,25,,13,1250,104,0.1696
25,25,,14,1250,115,0.1872
25,25,,15,1250,146,0.2368
25,25,,16,1250,104,0.1696
25,25,,17,1250,121,0.1968
25,25,,18,1250,124,0.2016
25,25,,19,1250,116,0.1888
25,25,,20,1250,116,0.1888
25,25,,21,1250,122,0.1984
25,25,,22,1250,110,0.1792
25,25,,23,1250,136,0.2208
25,25,,24,1250,124,0.2016
25,25,,25,1250,100,0.1632
25,25,,26,1250,132,0.2144
25,25,,27,1250,122,0.1984
25,25,,28,1250,94,0.1536
25,25,,29,1250,141,0.2288
25,25,,30,1250,127,0.2064
25,25,,31,1250,139,0.2256
25,25,,32,1250,95,0.1552
25,25,,33,1250,122,0.1984
25,25,,34,1250,139,0.2256
25,25,,35,1250,143,0.232
25,25,,36,1250,131,0.2128
25,25,,37,1250,159,0.2576
25,25,,38,1250,105,0.1712
25,25,,39,1250,89,0.1456
25,25,,40,1250,129,0.2096
25,25,,41,1250,143,0.232
25,25,,42,1250,127,0.2064
25,25,,43,1250,113,0.184
25,25,,44,1250,118,0.192
25,25,,45,1250,113,0.184
25,25,,46,1250,165,0.2672
25,25,,47,1250,115,0.1872
25,25,,48,1250,154,0.2496
25,25,,49,1250,139,0.2256
25,25,,50,1250,135,0.2192
25,25,,51,1250,117,0.1904
25,25,,52,1250,109,0.1776
25,25,,53,1250,145,0.2352
25,25,,54,1250,131,0.2128
25,25,,55,1250,153,0.248
25,25,,56,1250,130,0.2112
25,25,,57,1250,126,0.2048
25,25,,58,1250,118,0.192
25,25,,59,1250,92,0.1504
25,25,,60,1250,151,0.2448
25,25,,61,1250,108,0.176
25,25,,62,1250,138,0.224
25,25,,63,1250,137,0.2224
25,25,,64,1250,131,0.2128
25,25,,65,1250,117,0.1904
25,25,,66,1250,125,0.2032
25,25,,67,1250,92,0.1504
25,25,,68,1250,119,0.1936
25,25,,69,1250,133,0.216
25,25,,70,1250,127,0.2064
25,25,,71,1250,123,0.2
25,25,,72,1250,141,0.2288
25,25,,73,1250,107,0.1744
25,25,,74,1250,95,0.1552
25,25,,75,1250,123,0.2
25,25,,76,1250,105,0.1712
25,25,,77,1250,146,0.2368
25,25,,78,1250,106,0.1728
25,25,,79,1250,120,0.1952
25,25,,80,1250,134,0.2176
25,25,,81,1250,171,0.2768
25,25,,82,1250,125,0.2032
25,25,,83,1250,145,0.2352
25,25,,84,1250,161,0.2608
25,25,,85,1250,124,0.2016
25,25,,86,1250,109,0.1776
25,25,,87,1250,139,0.2256
25,25,,88,1250,157,0.2544
25,25,,89,1250,127,0.2064
25,25,,90,1250,142,0.2304
25,25,,91,1250,163,0.264
25,25,,92,1250,137,0.2224
25,25,,93,1250,143,0.232
25,25,,94,1250,140,0.2272
25,25,,95,1250,151,0.2448
25,25,,96,1250,142,0.2304
25,25,,97,1250,164,0.2656
25,25,,98,1250,120,0.1952
25,25,,99,1250,138,0.224
25,25,,100,1250,121,0.1968
25,25,,101,1250,174,0.2816
25,25,,102,1250,146,0.2368
25,25,,103,1250,124,0.2016
25,25,,104,1250,132,0.2144
25,25,,105,1250,118,0.192
25,25,,106,1250,121,0.1968
25,25,,107,1250,139,0.2256
25,25,,108,1250,107,0.1744
25,25,,109,1250,159,0.2576
25,25,,110,1250,158,0.256
25,25,,111,1250,141,0.2288
25,25,,112,1250,147,0.2384
25,25,,113,1250,121,0.1968
25,25,,114,1250,121,0.1968
25,25,,115,1250,139,0.2256
25,25,,116,1250,139,0.2256
25,25,,117,1250,117,0.1904
25,25,,118,1250,147,0.2384
25,25,,119,1250,163,0.264
25,25,,120,1250,151,0.2448
25,25,,121,1250,131,0.2128
25,25,,122,1250,155,0.2512
25,25,,123,1250,114,0.1856
25,25,,124,1250,130,0.2112
25,25,,125,1250,131,0.2128
25,25,,126,1250,205,0.3312
25,25,,127,1250,145,0.2352
25,25,,128,1250,132,0.2144
25,25,,129,1250,146,0.2368
25,25,,130,1250,176,0.2848
25,25,,131,1250,160,0.2592
