grid_height,grid_width,obs_radius,episode,coverage_time,total_reward,final_coverage
25,25,2,1,1250,98,0.16
25,25,2,2,1250,137,0.2224
25,25,2,3,1250,116,0.1888
25,25,2,4,1250,131,0.2128
25,25,2,5,1250,154,0.2496
25,25,2,6,1250,179,0.2896
25,25,2,7,1250,165,0.2672
25,25,2,8,1250,155,0.2512
25,25,2,9,1250,187,0.3024
25,25,2,10,1250,143,0.232
25,25,2,11,1250,172,0.2784
25,25,2,12,1250,167,0.2704
25,25,2,13,1250,161,0.2608
25,25,2,14,1250,159,0.2576
25,25,2,15,1250,159,0.2576
25,25,2,16,1250,137,0.2224
25,25,2,17,1250,161,0.2608
25,25,2,18,1250,177,0.2864
25,25,2,19,1250,180,0.2912
25,25,2,20,1250,151,0.2448
25,25,2,21,1250,151,0.2448
25,25,2,22,1250,181,0.2928
25,25,2,23,1250,139,0.2256
25,25,2,24,1250,168,0.272
25,25,2,25,1250,140,0.2272
25,25,2,26,1250,161,0.2608
25,25,2,27,1250,148,0.24
25,25,2,28,1250,162,0.2624
25,25,2,29,1250,163,0.264
25,25,2,30,1250,196,0.3168
25,25,2,31,1250,156,0.2528
25,25,2,32,1250,165,0.2672
25,25,2,33,1250,170,0.2752
25,25,2,34,1250,185,0.2992
25,25,2,35,1250,155,0.2512
25,25,2,36,1250,162,0.2624
25,25,2,37,1250,160,0.2592
25,25,2,38,1250,206,0.3328
25,25,2,39,1250,155,0.2512
25,25,2,40,1250,205,0.3312
25,25,2,41,1250,160,0.2592
25,25,2,42,1250,192,0.3104
25,25,2,43,1250,194,0.3136
25,25,2,44,1250,168,0.272
25,25,2,45,1250,172,0.2784
25,25,2,46,1250,166,0.2688
25,25,2,47,1250,182,0.2944
25,25,2,48,1250,163,0.264
25,25,2,49,1250,218,0.352
25,25,2,50,1250,130,0.2112
25,25,2,51,1250,158,0.256
25,25,2,52,1250,178,0.288
25,25,2,53,1250,171,0.2768
25,25,2,54,1250,175,0.2832
25,25,2,55,1250,159,0.2576
25,25,2,56,1250,162,0.2624
25,25,2,57,1250,146,0.2368
25,25,2,58,1250,150,0.2432
25,25,2,59,1250,159,0.2576
25,25,2,60,1250,155,0.2512
25,25,2,61,1250,142,0.2304
25,25,2,62,1250,168,0.272
25,25,2,63,1250,176,0.2848
25,25,2,64,1250,175,0.2832
25,25,2,65,1250,184,0.2976
25,25,2,66,1250,118,0.192
25,25,2,67,1250,147,0.2384
25,25,2,68,1250,133,0.216
25,25,2,69,1250,191,0.3088
25,25,2,70,1250,142,0.2304
25,25,2,71,1250,157,0.2544
25,25,2,72,1250,150,0.2432
25,25,2,73,1250,134,0.2176
25,25,2,74,1250,146,0.2368
25,25,2,75,1250,146,0.2368
25,25,2,76,1250,158,0.256
25,25,2,77,1250,165,0.2672
25,25,2,78,1250,186,0.3008
25,25,2,79,1250,160,0.2592
25,25,2,80,1250,160,0.2592
25,25,2,81,1250,180,0.2912
25,25,2,82,1250,173,0.28
25,25,2,83,1250,199,0.3216
25,25,2,84,1250,164,0.2656
25,25,2,85,1250,139,0.2256
25,25,2,86,1250,180,0.2912
25,25,2,87,1250,196,0.3168
25,25,2,88,1250,209,0.3376
25,25,2,89,1250,189,0.3056
25,25,2,90,1250,212,0.3424
25,25,2,91,1250,219,0.3536
25,25,2,92,1250,200,0.3232
25,25,2,93,1250,212,0.3424
25,25,2,94,1250,209,0.3376
25,25,2,95,1250,197,0.3184
25,25,2,96,1250,175,0.2832
25,25,2,97,1250,162,0.2624
25,25,2,98,1250,196,0.3168
25,25,2,99,1250,186,0.3008
25,25,2,100,1250,163,0.264
25,25,2,101,1250,138,0.224
25,25,2,102,1250,166,0.2688
25,25,2,103,1250,175,0.2832
25,25,2,104,1250,187,0.3024
25,25,2,105,1250,170,0.2752
25,25,2,106,1250,169,0.2736
25,25,2,107,1250,202,0.3264
25,25,2,108,1250,177,0.2864
25,25,2,109,1250,202,0.3264
25,25,2,110,1250,171,0.2768
25,25,2,111,1250,188,0.304
25,25,2,112,1250,195,0.3152
25,25,2,113,1250,184,0.2976
25,25,2,114,1250,183,0.296
25,25,2,115,1250,217,0.3504
25,25,2,116,1250,161,0.2608
25,25,2,117,1250,179,0.2896
25,25,2,118,1250,205,0.3312
25,25,2,119,1250,200,0.3232
25,25,2,120,1250,194,0.3136
