grid_height,grid_width,obs_radius,episode,coverage_time,total_reward,final_coverage
50,50,,1,2500,186,0.0752
50,50,,2,2500,151,0.0612
50,50,,3,2500,220,0.0888
50,50,,4,2500,189,0.0764
50,50,,5,2500,215,0.0868
50,50,,6,2500,218,0.088
50,50,,7,2500,232,0.0936
50,50,,8,2500,150,0.0608
50,50,,9,2500,216,0.0872
50,50,,10,2500,238,0.096
50,50,,11,2500,244,0.0984
50,50,,12,2500,249,0.1004
50,50,,13,2500,269,0.1084
50,50,,14,2500,190,0.0768
50,50,,15,2500,286,0.1152
50,50,,16,2500,269,0.1084
50,50,,17,2500,155,0.0628
50,50,,18,2500,197,0.0796
50,50,,19,2500,221,0.0892
50,50,,20,2500,194,0.0784
50,50,,21,2500,166,0.0672
50,50,,22,2500,239,0.0964
50,50,,23,2500,219,0.0884
50,50,,24,2500,261,0.1052
50,50,,25,2500,188,0.076
50,50,,26,2500,249,0.1004
50,50,,27,2500,218,0.088
50,50,,28,2500,209,0.0844
50,50,,29,2500,243,0.098
50,50,,30,2500,168,0.068
50,50,,31,2500,200,0.0808
50,50,,32,2500,165,0.0668
50,50,,33,2500,200,0.0808
50,50,,34,2500,224,0.0904
50,50,,35,2500,205,0.0828
50,50,,36,2500,188,0.076
50,50,,37,2500,182,0.0736
50,50,,38,2500,216,0.0872
50,50,,39,2500,249,0.1004
50,50,,40,2500,210,0.0848
50,50,,41,2500,262,0.1056
50,50,,42,2500,242,0.0976
50,50,,43,2500,170,0.0688
50,50,,44,2500,259,0.1044
50,50,,45,2500,147,0.0596
50,50,,46,2500,230,0.0928
50,50,,47,2500,292,0.1176
50,50,,48,2500,272,0.1096
50,50,,49,2500,236,0.0952
50,50,,50,2500,176,0.0712
50,50,,51,2500,257,0.1036
50,50,,52,2500,254,0.1024
50,50,,53,2500,185,0.0748
50,50,,54,2500,173,0.07
50,50,,55,2500,161,0.0652
50,50,,56,2500,257,0.1036
50,50,,57,2500,210,0.0848
50,50,,58,2500,203,0.082
50,50,,59,2500,304,0.1224
50,50,,60,2500,222,0.0896
50,50,,61,2500,245,0.0988
50,50,,62,2500,234,0.0944
50,50,,63,2500,256,0.1032
50,50,,64,2500,197,0.0796
50,50,,65,2500,246,0.0992
50,50,,66,2500,256,0.1032
50,50,,67,2500,251,0.1012
50,50,,68,2500,222,0.0896
50,50,,69,2500,259,0.1044
50,50,,70,2500,312,0.1256
50,50,,71,2500,236,0.0952
50,50,,72,2500,249,0.1004
50,50,,73,2500,265,0.1068
50,50,,74,2500,222,0.0896
50,50,,75,2500,245,0.0988
50,50,,76,2500,215,0.0868
50,50,,77,2500,271,0.1092
50,50,,78,2500,218,0.088
50,50,,79,2500,241,0.0972
50,50,,80,2500,311,0.1252
50,50,,81,2500,318,0.128
50,50,,82,2500,257,0.1036
50,50,,83,2500,220,0.0888
50,50,,84,2500,259,0.1044
50,50,,85,2500,224,0.0904
50,50,,86,2500,263,0.106
50,50,,87,2500,242,0.0976
50,50,,88,2500,217,0.0876
50,50,,89,2500,214,0.0864
50,50,,90,2500,244,0.0984
50,50,,91,2500,259,0.1044
50,50,,92,2500,239,0.0964
50,50,,93,2500,243,0.098
50,50,,94,2500,184,0.0744
50,50,,95,2500,289,0.1164
50,50,,96,2500,290,0.1168
50,50,,97,2500,308,0.124
50,50,,98,2500,303,0.122
50,50,,99,2500,275,0.1108
50,50,,100,2500,274,0.1104
50,50,,101,2500,317,0.1276
50,50,,102,2500,329,0.1324
50,50,,103,2500,289,0.1164
50,50,,104,2500,254,0.1024
50,50,,105,2500,238,0.096
50,50,,106,2500,292,0.1176
