grid_height,grid_width,obs_radius,episode,coverage_time,total_reward,final_coverage
50,50,0,1,10000,292,0.1176
50,50,0,2,10000,251,0.1012
50,50,0,3,10000,214,0.0864
50,50,0,4,10000,286,0.1152
50,50,0,5,10000,306,0.1232
50,50,0,6,10000,362,0.1456
50,50,0,7,10000,291,0.1172
50,50,0,8,10000,289,0.1164
50,50,0,9,10000,291,0.1172
50,50,0,10,10000,327,0.1316
50,50,0,11,10000,361,0.1452
50,50,0,12,10000,387,0.1556
50,50,0,13,10000,363,0.146
50,50,0,14,10000,270,0.1088
50,50,0,15,10000,324,0.1304
50,50,0,16,10000,349,0.1404
50,50,0,17,10000,382,0.1536
50,50,0,18,10000,366,0.1472
50,50,0,19,10000,408,0.164
50,50,0,20,10000,347,0.1396
50,50,0,21,10000,371,0.1492
50,50,0,22,10000,358,0.144
50,50,0,23,10000,364,0.1464
50,50,0,24,10000,371,0.1492
50,50,0,25,10000,369,0.1484
50,50,0,26,10000,448,0.18
50,50,0,27,10000,385,0.1548
50,50,0,28,10000,391,0.1572
50,50,0,29,10000,410,0.1648
50,50,0,30,10000,443,0.178
50,50,0,31,10000,438,0.176
50,50,0,32,10000,410,0.1648
50,50,0,33,10000,434,0.1744
50,50,0,34,10000,437,0.1756
50,50,0,35,10000,410,0.1648
50,50,0,36,10000,468,0.188
50,50,0,37,10000,455,0.1828
50,50,0,38,10000,510,0.2048
50,50,0,39,10000,414,0.1664
50,50,0,40,10000,468,0.188
50,50,0,41,10000,480,0.1928
50,50,0,42,10000,487,0.1956
50,50,0,43,10000,437,0.1756
50,50,0,44,10000,440,0.1768
50,50,0,45,10000,474,0.1904
50,50,0,46,10000,503,0.202
50,50,0,47,10000,528,0.212
50,50,0,48,10000,496,0.1992
50,50,0,49,10000,474,0.1904
50,50,0,50,10000,502,0.2016
50,50,0,51,10000,473,0.19
50,50,0,52,10000,483,0.194
50,50,0,53,10000,463,0.186
50,50,0,54,10000,503,0.202
50,50,0,55,10000,517,0.2076
50,50,0,56,10000,541,0.2172
50,50,0,57,10000,531,0.2132
50,50,0,58,10000,497,0.1996
50,50,0,59,10000,485,0.1948
50,50,0,60,10000,547,0.2196
50,50,0,61,10000,537,0.2156
50,50,0,62,10000,573,0.23
50,50,0,63,10000,588,0.236
50,50,0,64,10000,563,0.226
50,50,0,65,10000,541,0.2172
50,50,0,66,10000,554,0.2224
50,50,0,67,10000,533,0.214
50,50,0,68,10000,604,0.2424
50,50,0,69,10000,540,0.2168
50,50,0,70,10000,545,0.2188
50,50,0,71,10000,568,0.228
50,50,0,72,10000,551,0.2212
50,50,0,73,10000,572,0.2296
50,50,0,74,10000,578,0.232
50,50,0,75,10000,577,0.2316
50,50,0,76,10000,547,0.2196
50,50,0,77,10000,540,0.2168
50,50,0,78,10000,555,0.2228
50,50,0,79,10000,578,0.232
50,50,0,80,10000,576,0.2312
50,50,0,81,10000,608,0.244
50,50,0,82,10000,601,0.2412
50,50,0,83,10000,578,0.232
50,50,0,84,10000,545,0.2188
50,50,0,85,10000,595,0.2388
50,50,0,86,10000,581,0.2332
50,50,0,87,10000,579,0.2324
50,50,0,88,10000,618,0.248
50,50,0,89,10000,631,0.2532
50,50,0,90,10000,594,0.2384
50,50,0,91,10000,620,0.2488
50,50,0,92,10000,603,0.242
50,50,0,93,10000,647,0.2596
50,50,0,94,10000,577,0.2316
50,50,0,95,10000,596,0.2392
50,50,0,96,10000,603,0.242
50,50,0,97,10000,635,0.2548
50,50,0,98,10000,599,0.2404
50,50,0,99,10000,659,0.2644
50,50,0,100,10000,587,0.2356
50,50,0,101,10000,641,0.2572
50,50,0,102,10000,620,0.2488
50,50,0,103,10000,650,0.2608
50,50,0,104,10000,643,0.258
