grid_height,grid_width,obs_radius,episode,coverage_time,total_reward,final_coverage
50,50,,1,5000,184,0.0744
50,50,,2,5000,283,0.114
50,50,,3,5000,307,0.1236
50,50,,4,5000,184,0.0744
50,50,,5,5000,259,0.1044
50,50,,6,5000,282,0.1136
50,50,,7,5000,329,0.1324
50,50,,8,5000,261,0.1052
50,50,,9,5000,297,0.1196
50,50,,10,5000,304,0.1224
50,50,,11,5000,300,0.1208
50,50,,12,5000,376,0.1512
50,50,,13,5000,245,0.0988
50,50,,14,5000,295,0.1188
50,50,,15,5000,363,0.146
50,50,,16,5000,397,0.1596
50,50,,17,5000,333,0.134
50,50,,18,5000,329,0.1324
50,50,,19,5000,354,0.1424
50,50,,20,5000,362,0.1456
50,50,,21,5000,414,0.1664
50,50,,22,5000,265,0.1068
50,50,,23,5000,329,0.1324
50,50,,24,5000,342,0.1376
50,50,,25,5000,365,0.1468
50,50,,26,5000,301,0.1212
50,50,,27,5000,317,0.1276
50,50,,28,5000,357,0.1436
50,50,,29,5000,337,0.1356
50,50,,30,5000,384,0.1544
50,50,,31,5000,348,0.14
50,50,,32,5000,327,0.1316
50,50,,33,5000,385,0.1548
50,50,,34,5000,286,0.1152
50,50,,35,5000,303,0.122
50,50,,36,5000,369,0.1484
50,50,,37,5000,393,0.158
50,50,,38,5000,309,0.1244
50,50,,39,5000,372,0.1496
50,50,,40,5000,342,0.1376
50,50,,41,5000,327,0.1316
50,50,,42,5000,315,0.1268
50,50,,43,5000,369,0.1484
50,50,,44,5000,377,0.1516
50,50,,45,5000,356,0.1432
50,50,,46,5000,318,0.128
50,50,,47,5000,393,0.158
50,50,,48,5000,353,0.142
50,50,,49,5000,372,0.1496
50,50,,50,5000,383,0.154
50,50,,51,5000,391,0.1572
50,50,,52,5000,348,0.14
50,50,,53,5000,306,0.1232
50,50,,54,5000,364,0.1464
50,50,,55,5000,378,0.152
50,50,,56,5000,353,0.142
50,50,,57,5000,383,0.154
50,50,,58,5000,374,0.1504
50,50,,59,5000,453,0.182
50,50,,60,5000,311,0.1252
50,50,,61,5000,364,0.1464
50,50,,62,5000,390,0.1568
50,50,,63,5000,451,0.1812
50,50,,64,5000,427,0.1716
50,50,,65,5000,371,0.1492
50,50,,66,5000,394,0.1584
50,50,,67,5000,378,0.152
50,50,,68,5000,330,0.1328
50,50,,69,5000,333,0.134
50,50,,70,5000,380,0.1528
50,50,,71,5000,352,0.1416
50,50,,72,5000,394,0.1584
50,50,,73,5000,403,0.162
50,50,,74,5000,391,0.1572
50,50,,75,5000,370,0.1488
50,50,,76,5000,321,0.1292
50,50,,77,5000,402,0.1616
50,50,,78,5000,439,0.1764
50,50,,79,5000,466,0.1872
50,50,,80,5000,387,0.1556
50,50,,81,5000,427,0.1716
50,50,,82,5000,403,0.162
50,50,,83,5000,483,0.194
50,50,,84,5000,383,0.154
50,50,,85,5000,415,0.1668
50,50,,86,5000,426,0.1712
50,50,,87,5000,426,0.1712
50,50,,88,5000,394,0.1584
50,50,,89,5000,453,0.182
50,50,,90,5000,382,0.1536
50,50,,91,5000,442,0.1776
50,50,,92,5000,428,0.172
50,50,,93,5000,417,0.1676
50,50,,94,5000,433,0.174
50,50,,95,5000,455,0.1828
50,50,,96,5000,384,0.1544
50,50,,97,5000,497,0.1996
50,50,,98,5000,439,0.1764
50,50,,99,5000,448,0.18
50,50,,100,5000,411,0.1652
50,50,,101,5000,418,0.168
50,50,,102,5000,440,0.1768
50,50,,103,5000,540,0.2168
50,50,,104,5000,443,0.178
50,50,,105,5000,518,0.208
50,50,,106,5000,370,0.1488
50,50,,107,5000,336,0.1352
50,50,,108,5000,344,0.1384
50,50,,109,5000,427,0.1716
50,50,,110,5000,337,0.1356
50,50,,111,5000,379,0.1524
50,50,,112,5000,452,0.1816
50,50,,113,5000,484,0.1944
50,50,,114,5000,450,0.1808
50,50,,115,5000,441,0.1772
50,50,,116,5000,483,0.194
50,50,,117,5000,435,0.1748
50,50,,118,5000,506,0.2032
50,50,,119,5000,342,0.1376
50,50,,120,5000,435,0.1748
50,50,,121,5000,459,0.1844
50,50,,122,5000,410,0.1648
50,50,,123,5000,448,0.18
50,50,,124,5000,464,0.1864
50,50,,125,5000,496,0.1992
50,50,,126,5000,494,0.1984
50,50,,127,5000,356,0.1432
50,50,,128,5000,430,0.1728
50,50,,129,5000,455,0.1828
50,50,,130,5000,485,0.1948
50,50,,131,5000,447,0.1796
50,50,,132,5000,491,0.1972
50,50,,133,5000,477,0.1916
50,50,,134,5000,504,0.2024
50,50,,135,5000,479,0.1924
50,50,,136,5000,494,0.1984
50,50,,137,5000,458,0.184
50,50,,138,5000,479,0.1924
50,50,,139,5000,500,0.2008
50,50,,140,5000,476,0.1912
50,50,,141,5000,401,0.1612
50,50,,142,5000,438,0.176
50,50,,143,5000,455,0.1828
50,50,,144,5000,467,0.1876
50,50,,145,5000,487,0.1956
50,50,,146,5000,460,0.1848
50,50,,147,5000,469,0.1884
50,50,,148,5000,470,0.1888
50,50,,149,5000,419,0.1684
50,50,,150,5000,469,0.1884
50,50,,151,5000,455,0.1828
50,50,,152,5000,537,0.2156
50,50,,153,5000,513,0.206
50,50,,154,5000,466,0.1872
50,50,,155,5000,391,0.1572
50,50,,156,5000,498,0.2
50,50,,157,5000,455,0.1828
50,50,,158,5000,462,0.1856
50,50,,159,5000,460,0.1848
50,50,,160,5000,548,0.22
50,50,,161,5000,448,0.18
50,50,,162,5000,451,0.1812
50,50,,163,5000,488,0.196
50,50,,164,5000,480,0.1928
50,50,,165,5000,459,0.1844
50,50,,166,5000,488,0.196
50,50,,167,5000,446,0.1792
50,50,,168,5000,494,0.1984
50,50,,169,5000,485,0.1948
50,50,,170,5000,359,0.1444
50,50,,171,5000,402,0.1616
50,50,,172,5000,413,0.166
50,50,,173,5000,460,0.1848
50,50,,174,5000,513,0.206
50,50,,175,5000,532,0.2136
50,50,,176,5000,528,0.212
50,50,,177,5000,530,0.2128
50,50,,178,5000,506,0.2032
50,50,,179,5000,487,0.1956
50,50,,180,5000,437,0.1756
50,50,,181,5000,453,0.182
50,50,,182,5000,531,0.2132
50,50,,183,5000,554,0.2224
50,50,,184,5000,534,0.2144
50,50,,185,5000,468,0.188
50,50,,186,5000,452,0.1816
50,50,,187,5000,493,0.198
50,50,,188,5000,480,0.1928
50,50,,189,5000,537,0.2156
50,50,,190,5000,555,0.2228
50,50,,191,5000,521,0.2092
50,50,,192,5000,561,0.2252
50,50,,193,5000,459,0.1844
50,50,,194,5000,497,0.1996
50,50,,195,5000,500,0.2008
50,50,,196,5000,486,0.1952
50,50,,197,5000,474,0.1904
50,50,,198,5000,513,0.206
50,50,,199,5000,492,0.1976
50,50,,200,5000,441,0.1772
50,50,,201,5000,604,0.2424
50,50,,202,5000,542,0.2176
50,50,,203,5000,579,0.2324
50,50,,204,5000,492,0.1976
50,50,,205,5000,497,0.1996
50,50,,206,5000,523,0.21
50,50,,207,5000,530,0.2128
50,50,,208,5000,504,0.2024
50,50,,209,5000,485,0.1948
50,50,,210,5000,442,0.1776
50,50,,211,5000,560,0.2248
50,50,,212,5000,492,0.1976
50,50,,213,5000,476,0.1912
50,50,,214,5000,543,0.218
50,50,,215,5000,493,0.198
50,50,,216,5000,519,0.2084
50,50,,217,5000,435,0.1748
50,50,,218,5000,531,0.2132
50,50,,219,5000,562,0.2256
50,50,,220,5000,566,0.2272
50,50,,221,5000,527,0.2116
50,50,,222,5000,518,0.208
50,50,,223,5000,488,0.196
50,50,,224,5000,518,0.208
50,50,,225,5000,515,0.2068
50,50,,226,5000,481,0.1932
50,50,,227,5000,463,0.186
50,50,,228,5000,430,0.1728
50,50,,229,5000,524,0.2104
50,50,,230,5000,479,0.1924
50,50,,231,5000,563,0.226
50,50,,232,5000,513,0.206
50,50,,233,5000,544,0.2184
50,50,,234,5000,488,0.196
50,50,,235,5000,544,0.2184
50,50,,236,5000,468,0.188
50,50,,237,5000,556,0.2232
50,50,,238,5000,547,0.2196
50,50,,239,5000,519,0.2084
50,50,,240,5000,555,0.2228
